Date,Open,High,Low,Close,Volume,RSI,SMA,BBP,ADX,aarondown,aaronup,stochk,stochd,MACD,BOP,ROC,PPO,WMA,KAMA,CCI,Tomorrow,Target
2000-02-21,864.6099853515625,866.3200073242188,843.6500244140625,845.3200073242188,213800,29.81694702948468,935.2800008138021,-0.04519285475403434,25.993126417380648,78.57142857142857,50.0,24.667519859533588,26.192035687914327,-24.13298785566792,-0.8509039509995289,-13.133907794157995,-0.638700218648461,924.126902327999,879.3860872249232,-144.29751403428176,850.02001953125,1
2000-02-22,844.1099853515625,867.6799926757812,835.969970703125,850.02001953125,244400,31.076615595406633,930.7060017903646,0.05655767156310528,26.693003011010664,100.0,42.85714285714286,15.536690934263042,24.187723651105227,-26.63682657707716,0.18637748610782293,-11.568626803553938,-1.1357402727644093,918.626258374286,877.8607591529177,-117.60501963394981,880.6699829101562,1
2000-02-23,866.1400146484375,882.7899780273438,852.8900146484375,880.6699829101562,346400,38.79184717894752,927.3506673177084,0.25909468773563504,26.744203455800992,92.85714285714286,35.714285714285715,12.965930775089136,17.723380522961918,-25.84995867813086,0.48595271096449955,-9.772040989261676,-1.548093278093331,915.39812812395,877.9505528130694,-71.06381627520392,867.3699951171875,0
2000-02-24,874.530029296875,887.8200073242188,857.6799926757812,867.3699951171875,256700,36.86350136061521,924.4293334960937,0.18809351507100228,26.5947247111383,85.71428571428572,28.571428571428573,19.294990747798654,15.93253748571694,-25.999847998018026,-0.2375590809495073,-10.226872664268793,-1.9291267677150739,911.5284073368196,877.6572089101578,-63.75544009398248,864.760009765625,0
2000-02-25,856.0599975585938,873.0800170898438,847.1400146484375,864.760009765625,255200,36.48025867028969,921.5530008951823,0.19768274855912168,26.706606448233327,78.57142857142857,21.42857142857143,22.44981831981592,18.23691328090123,-26.029192045940135,0.3353897990828257,-9.280120397839454,-2.6374114848089536,907.678773547757,877.3052340837804,-70.94127759263091,819.010009765625,0
2000-02-28,850.3599853515625,850.47998046875,819.010009765625,819.010009765625,253100,30.49545248121567,917.2523335774739,0.013529237300254467,27.416341110030977,100.0,14.285714285714286,12.882591426315189,18.209133497976584,-29.405126077264413,-0.9961869962219068,-10.084862367186032,-3.462678307193398,901.0630967006888,874.890024905157,-117.03418040037438,828.3800048828125,1
2000-02-29,843.3099975585938,846.3699951171875,810.530029296875,828.3800048828125,275700,32.92262793224761,912.0893330891927,0.11546302731714235,28.24243985395122,100.0,7.142857142857143,9.44600827504128,14.92613934039079,-30.967523487588778,-0.41657385363128874,-5.833807731281571,-4.213836404865846,895.3293980752268,872.2216583816434,-110.6479641426643,894.6599731445312,1
2000-03-02,864.780029296875,900.2999877929688,857.0499877929688,894.6599731445312,317800,47.01716340445533,909.1936645507812,0.4625416922172842,27.00615625470619,92.85714285714286,0.0,18.844625824236008,13.72440850853082,-26.55142685670762,0.6908657537030347,1.7237035980137927,-4.232378805338266,894.2049232400874,872.7405282591493,17.51421202546566,894.8300170898438,1
2000-03-03,909.8099975585938,910.02001953125,882.47998046875,894.8300170898438,311300,47.047904648723595,907.7286641438802,0.47547897230088454,25.559498385237568,85.71428571428572,0.0,40.34424818755051,22.87829409560926,-22.77537696671368,-0.5439346122477926,-0.29971503508202657,-4.107820939150775,893.2782363071236,873.0186558509789,75.44917826575806,909.3300170898438,1
2000-03-06,907.5599975585938,913.510009765625,899.5800170898438,909.3300170898438,352600,49.72655714938388,906.5096638997396,0.5640385902804474,24.106632171071606,78.57142857142857,0.0,67.3020441052342,42.163639372340235,-18.400689708550658,0.1270653597921386,1.3158478141537033,-3.93037100202991,893.3815494004116,873.4089859920097,121.79217898422561,907.3400268554688,0
2000-03-07,907.010009765625,907.8499755859375,893.0900268554688,907.3400268554688,339300,49.35753341368355,905.9156656901042,0.5764456828098035,22.946865004898882,71.42857142857143,0.0,81.75726689621558,63.134519729666756,-14.922279371608965,0.022358959090589554,7.336868759035831,-3.8323755081800526,893.435121204007,873.6498783359275,98.77654127552711,915.239990234375,1
2000-03-08,895.9299926757812,919.030029296875,883.530029296875,915.239990234375,313700,50.91484283700156,905.5313313802084,0.6439717548714833,21.48992197960421,64.28571428571429,100.0,92.42660334626514,80.49530478257164,-11.396778132991358,0.543943593199824,7.6727570180159965,-3.561283627690005,894.0366905294438,873.8973879070029,90.88829098074868,884.5900268554688,0
2000-03-09,922.7100219726562,928.5499877929688,884.5900268554688,884.5900268554688,370000,45.117906079421566,905.3103332519531,0.48100570314826957,20.089766395075053,57.142857142857146,100.0,83.10215015917088,85.76200680055054,-10.949766798112705,-0.8671526157947351,0.4451206492083193,-2.9553651629091466,892.685638624622,873.9525763363379,67.18736654980988,891.3599853515625,1
2000-03-10,902.3099975585938,913.5999755859375,886.260009765625,891.3599853515625,330600,46.56507779542105,905.5043334960938,0.5632829798854152,18.789621923726546,50.0,92.85714285714286,75.91578366881366,83.8148457247499,-9.934706905877078,-0.40051301742651885,2.765831233432725,-2.4184780522660754,891.7856161794355,874.0401656623582,61.46174703662705,854.6599731445312,0
2000-03-13,890.8699951171875,890.8699951171875,849.52001953125,854.6599731445312,364400,40.353084033534984,903.6853332519531,0.27730224995568237,18.49346896889573,42.85714285714286,85.71428571428572,56.21080253346154,71.74291212048203,-11.953852329833126,-0.8756963325746371,-1.167958336074204,-2.288196252611129,888.5053348664314,873.7455427770212,-34.23716438966749,846.739990234375,0
2000-03-14,843.1400146484375,858.6799926757812,838.3099975585938,846.739990234375,330800,39.13961161641738,900.5210001627604,0.2313952415864694,18.52706295861928,35.714285714285715,78.57142857142857,45.52050994696185,59.21569871641236,-14.031371143944057,0.17672932984161419,3.3857926201275035,-2.0455477495244567,884.8314417685232,872.9515893145342,-83.59948422857615,837.530029296875,0
2000-03-15,837.3499755859375,841.72998046875,820.2999877929688,837.530029296875,312900,37.719138025533795,896.9760009765625,0.17950433089058274,19.024339596103996,28.571428571428573,71.42857142857143,30.31687921064896,44.01606389702413,-16.233852897661222,0.008401949252226516,1.1045684782501342,-1.7261342692490929,880.7675081642725,871.7682069514649,-105.79229595353141,841.219970703125,1
2000-03-16,847.9000244140625,860.4000244140625,832.1699829101562,841.219970703125,298900,38.67935576704106,894.0583333333333,0.23732199942832208,18.74679614336582,21.42857142857143,64.28571428571429,26.520910400890088,34.11943318616698,-17.48008854240925,-0.23662925575271176,-5.9732193286323625,-1.0039755253808555,877.170344920825,870.9470569858836,-66.01043358961994,855.5700073242188,1
2000-03-17,864.3599853515625,869.8200073242188,850.0399780273438,855.5700073242188,300800,42.398693919997406,891.1243326822917,0.37853342915848226,18.13631135962628,14.285714285714286,57.142857142857146,29.014843687644582,28.617544433061227,-17.112548436271027,-0.44438650193164564,-4.387426552062479,-0.22497318356163165,874.6872271137853,870.5304354590024,-31.278440172356678,850.510009765625,0
2000-03-20,862.6799926757812,867.5399780273438,843.4600219726562,850.510009765625,227900,41.44413225660567,887.8006673177083,0.3519896752583405,17.76992930431962,7.142857142857143,50.0,32.68088476356413,29.405546284032948,-17.033221395551664,-0.5053988837237596,-6.468499468703581,-0.138181776336321,872.0669482159358,869.8944593789944,-49.887282176783984,863.4099731445312,1
2000-03-21,850.9099731445312,863.4099731445312,838.97998046875,863.4099731445312,227900,44.852897273895614,884.1433329264323,0.4593227565094502,17.568942546839825,0.0,42.85714285714286,37.2876981744681,32.994475541892285,-15.747902887319697,0.5116661378450561,-4.8416307459932195,-0.04285141068146717,870.4933550434728,869.655252254908,-55.25795874186325,882.4299926757812,1
2000-03-22,869.8800048828125,886.530029296875,865.969970703125,882.4299926757812,296000,49.51907338249059,881.5170003255208,0.6190020762934708,16.473051927478362,64.28571428571429,35.714285714285715,43.69833339442812,37.88897211082013,-13.044157165986235,0.6104062269931365,-3.5848518321617173,-0.17472702393262496,870.3828169627856,869.9616472694465,10.454479094692315,867.6199951171875,0
2000-03-23,888.8900146484375,892.780029296875,862.8400268554688,867.6199951171875,254900,46.23835105272774,877.9026672363282,0.48884961586187936,15.365413936324776,57.142857142857146,28.571428571428573,46.97767438293882,42.6545686506117,-11.958610811598646,-0.7104214360996214,-1.9184064055759453,-0.5017734676856301,869.4862359816028,869.8781216661881,3.972895162815787,889.239990234375,1
2000-03-24,876.9299926757812,900.0599975585938,861.6400146484375,889.239990234375,281900,51.30971278844317,875.3380004882813,0.6759902689820393,14.603567338796802,50.0,21.42857142857143,54.93149026895691,48.53583268210797,-9.247159090845912,0.32040611749828823,-0.23783826422849597,-0.7934414814514306,870.2176761750252,870.3185380096862,40.360141830556586,886.7100219726562,0
2000-03-27,893.1300048828125,893.1300048828125,876.52001953125,886.7100219726562,282400,50.706926368009306,873.1210021972656,0.6418599775884695,13.89613835537797,42.85714285714286,14.285714285714286,56.24943616483836,52.71953360557805,-7.219242429187034,-0.3865134600827521,3.7500350823970408,-0.7257427180740033,870.9513549804688,870.642564063931,53.67366037632621,891.2899780273438,1
2000-03-28,886.510009765625,902.760009765625,882.219970703125,891.2899780273438,262700,51.810614036177405,872.4683349609375,0.6650079096804534,13.611409541648372,35.714285714285715,7.142857142857143,63.53811450514821,58.23968031298117,-5.182795645129431,0.23271466267294252,5.261353934711099,-0.6990707659391239,872.123546969506,870.8048121923929,84.87199244879082,908.510009765625,1
2000-03-29,886.6900024414062,913.3499755859375,881.52001953125,908.510009765625,280800,55.816323626511235,873.4286682128907,0.8124417029143701,13.7383354821479,28.571428571428573,0.0,73.82431503727028,64.53728856908563,-2.1545479617442425,0.6855179845906632,8.474917672902937,-0.4613296393757833,874.4488163117439,871.1899271026389,116.97636576424382,889.9500122070312,0
2000-03-30,905.5900268554688,909.510009765625,889.22998046875,889.9500122070312,264100,50.90480808378713,873.777001953125,0.6214619290190603,13.856195284040316,21.42857142857143,0.0,78.32548326201892,71.8959709348125,-1.238005588133774,-0.7712027640338522,5.792782292504994,-0.2242302401922775,875.5147094726562,871.3019631869623,99.5230036231524,860.9400024414062,0
2000-03-31,872.02001953125,885.739990234375,860.52001953125,860.9400024414062,214700,44.33759549489584,872.5576680501302,0.33394413661803507,13.090226983963783,14.285714285714286,85.71428571428572,71.02408230511277,74.39129353480068,-2.8199973213021394,-0.439335049999516,0.6276511648628302,0.08589057241613729,874.6865159557711,871.1806125380659,-1.7880779366333195,846.4400024414062,0
